,url,description,gpt3_description
4750,https://www.aljazeera.com/news/2019/09/koizumi-japan-scrap-nuclear-plants-fukushima-190912005810944.html,New environment minister's view likely to prove controversial in ruling party despite public concerns over nuclear risk.,"New environment minister, Shinjiro Koizumi, has pledged to scrap all of Japan's nuclear plants by the 2030s. This is in response to the Fukushima Daiichi nuclear disaster in 2011."
4751,http://feeds.reuters.com/~r/reuters/topNews/~3/ku7eUXAqHaI/trump-epa-repeals-obama-era-water-protections-to-boost-industry-idUSKCN1VX1XC,"The Trump administration on Thursday announced repeal of an Obama-era regulation that had expanded pollution protections for waterways such as wetlands and shallow streams, but that farmers, miners and manufacturers decried as overreach.",The Trump administration on Thursday finalized the repeal of an Obama-era regulation that had placed limits on how much pollution could be dumped into waterways like wetlands and streams. The move will make it easier for coal companies and other industries to dispose of waste in ways that had previously been restricted.
4752,https://www.bbc.co.uk/news/newsbeat-49674123,"When a character suddenly has to disappear, how do the writers get them out of the storyline?","When a person with anorexia nervosa is admitted to hospital, they're usually treated with a combination of therapy and medication. But a new study suggests that a drug called metformin could help to reduce the risk of death in people with the eating disorder."
4753,https://www.cbsnews.com/news/this-week-on-sunday-morning-september-15-2019/,A look at the features for this week's broadcast of the #1 Sunday morning news program,"A look at the upcoming guests and topics on this week's edition of Sunday Morning. This week's show will feature an interview with actor Billy Porter, a profile of artist Peter Max, and a report on the growing popularity of plant-based meat products."
4754,https://www.cnn.com/2019/09/12/politics/asylum-supreme-court-ruling/index.html,"The Supreme Court's order Wednesday allowing new asylum restrictions to go into effect marks a significant win for President Donald Trump, who's faced several legal challenges in his attempt to implement a hard-line immigration agenda -- and could embolden hi…","The Supreme Court ruled that the Trump administration can enforce its new asylum rules, which will make it harder for Central American migrants to claim asylum at the US-Mexico border. The new rules will go into effect immediately."
4755,https://www.businessinsider.com/obamas-cto-says-health-firms-should-mirror-admins-tech-leadership-2019-9,"Healthcare firms that are staffing up on top technology talent have important decisions to make on how to structure the various roles within the C-Suite. The industry should mirror the Obama administration's leadership structure, which split key tasks between…","Healthcare firms should take a page from the Obama administration's book when it comes to technology leadership, according to the former US CTO.

Firms should look to appoint a ""chief technology officer"" who can help the company keep up with the latest in health technology."
4756,https://www.nytimes.com/video/opinion/100000006669628/video-game-violence-mass-shootings.html,Politicians blame video games for violence — but the data doesn’t back them up.,"Politicians blame video games for mass shootings, but the data does not support this claim. Studies have shown that there is no correlation between video game violence and real-world violence."
4757,https://in.reuters.com/article/baker-hughes-ge-indictments-alaska-idINKCN1VX2GH,"A grand jury in Alaska this week indicted General Electric's Baker Hughes, two of its subsidiaries and an employee, for 25 felony charges of assault relating to toxic chemical releases at a construction site, according to authorities.","A grand jury in Alaska has indicted two former executives of oilfield services company Baker Hughes and a former employee of its General Electric Co (GE.N) joint venture on charges of conspiracy and wire fraud.

The indictment alleges the three men conspired to inflate the cost of a project to build a"
4758,https://www.newsweek.com/wwe-clash-champions-2019-predictions-who-wins-1458977,We choose the winners of one of the more unpredictable cards of the year.,We choose WWE Clash of Champions 2019 predictions for who will win. WWE Clash of Champions 2019 will be a historic event.
4759,https://www.newsweek.com/why-some-house-democrats-yet-support-assault-weapons-ban-1458861,"Those who've yet to support a ban showed pause due to concerns about the bill's details, believed it was a hopeless task — so long as the Senate is GOP controlled — or simply did not want to discuss the matter.","Those who've been pushing for an assault weapons ban say that it would help to prevent mass shootings. However, some House Democrats are still not on board with the ban."
4760,https://abcnews.go.com/US/wireStory/latest-officers-surrounded-house-capture-fugitives-65571351,Federal authorities say about 50 officers surrounded a remote Arizona house and arrested a couple accused of murder who had escaped a prison transport van and been on the run for more than two weeks,Federal authorities have surrounded a house in Tennessee where two escaped inmates from Georgia are believed to be hiding. The fugitives have been on the run since Tuesday.
4761,https://www.businessinsider.com/news-anchor-maggie-vespa-critized-viewer-over-dress-comment-2019-9,"After a maleaa viewer criticized her look, Maggie Vespa, a reporter for KGW-TV, spoke about the pressures women face daily in an on-air commentary.","After a news anchor in Portland, Oregon was criticized by a viewer for her outfit choice, she responded on air with a powerful message about women's clothing. Vespa said that women are ""constantly criticized for our clothing choices"" and that it's time for that to stop."
4762,https://www.nytimes.com/2019/09/12/world/asia/bj-habibie-dead.html,"Though Mr. Habibie only served as the country’s president for 17 months, he played a crucial role in ending a harsh 32-year dictatorship.","Though Mr. Habibie was only in office for two years, he was credited with steering Indonesia to a peaceful transition to democracy after the ouster of President Suharto. He also oversaw a major economic and political reform program."
4763,http://feeds.reuters.com/~r/reuters/topNews/~3/q5ySl8Xq0Bg/twitter-blocks-accounts-of-raul-castro-and-cuban-state-run-media-idUSKCN1VX2AH,"U.S. social media firm Twitter Inc has blocked the accounts of Cuban Communist Party Leader Raul Castro, his daughter Mariela Castro and Cuba's top state-run media outlets, a move the Cuban Union of Journalists denounced as ""massive censorship"".",U.S. social media company Twitter has blocked the accounts of Cuban state-run media outlets and Cuban Communist Party leader Raul Castro. The move comes after the Cuban government failed to comply with Twitter's request to remove state-run media content that violated the company's rules.
4764,https://www.irishtimes.com/culture/books/danielle-mclaughlin-wins-30-000-sunday-times-audible-short-story-award-1.4016029,"Win caps rich year for Cork author after $165,000 Windham-Campbell Prize in March",Win caps a successful year for Irish short story writers. Danielle McLaughlin's win marks the second time an Irish writer has won the prestigious award.
4765,https://www.irishtimes.com/news/world/asia-pacific/kashmir-in-grip-of-civil-disobedience-over-loss-of-autonomy-1.4016457,"Shops, schools and offices empty in response to lockdown and looming rule by New Delhi","Shops, schools and businesses are closed in Indian-administered Kashmir in protest at the loss of autonomy. Kashmiris are angry at the Indian government's decision to revoke the special status of the region."
4766,https://in.reuters.com/article/iag-british-airways-strike-idINKCN1VX2L5,British Airways said on Thursday it is cancelling some flights scheduled for Sept. 27 when its pilots are due to hold another strike.,"British Airways is facing its first pilot strike in decades after last-ditch talks over pay failed to resolve the dispute, the British Airline Pilots Association (BALPA) said on Friday.

The union said it would notify the airline later on Friday of the dates for the strike, which is"
4767,https://www.irishtimes.com/culture/music/daniel-johnston-an-out-of-tune-piano-a-cheap-organ-beautiful-songs-1.4016237,"The late songwriter, who had mental health issues all his life, remains hugely influential","The late Daniel Johnston was an American singer-songwriter and visual artist who was known for his simple, yet poignant songs and his unique DIY aesthetic. Johnston passed away on September 11th, 2019, at the age of 58."
4768,https://www.irishtimes.com/news/world/uk/brexit-absolutely-not-true-i-misled-queen-says-boris-johnson-1.4016201,"Boris Johnson has said it is “absolutely not true” that he misled the Queen over his reasons for proroguing parliament, after a Scottish court ruled the suspension was unlawful because he had done so to stop MPs scrutinising Brexit. The British prime minister…","Boris Johnson has denied that he misled the Queen over the suspension of parliament, saying that it was ""absolutely not true"" that he had done so. He also said that the decision to suspend parliament was not his own, but was taken by the government."
4769,https://af.reuters.com/article/worldNews/idAFKCN1VX2DH,"Israeli Prime Minister Benjamin Netanyahu told Russian President Vladimir Putin on Thursday that Israel will not put up with threats from Iran, which, in his words, was using Syrian territory for aggression, Interfax news agency reported.",Israeli Prime Minister Benjamin Netanyahu said on Tuesday that he would annex the Jordan Valley in the occupied West Bank if he is re-elected next week. The Jordan Valley makes up around a third of the occupied West Bank and is considered by Israel to be a strategic military asset.
4770,https://www.aljazeera.com/programmes/talktojazeera/2019/09/taliban-respond-trump-peace-talks-withdrawal-190912103207588.html,"Spokesperson tells Al Jazeera that without an agreement, the Taliban are not obliged to give safe passage to US troops.","Spokesperson tells Al Jazeera that the Taliban are disappointed with Trump's decision to cancel peace talks, but are still willing to negotiate. They also say that if the US withdraws from Afghanistan, the Taliban will not allow any other country to use Afghan soil to threaten US security."
4771,https://www.newsweek.com/climate-change-soil-water-1458983,Water in the soil plays an important role in storing carbon dioxide—the main greenhouse gas—which is helping to heat the planet.,"Water in the soil is being affected by climate change, leading to possible consequences for food security. The article discusses how climate change is affecting the water in the soil and what that could mean for the future."
4772,https://www.cbsnews.com/news/colorados-first-snow-of-the-season-falls-on-colorados-highest-peaks-mountains-vail-keystone/,Colorado is not the only place in the U.S. to get an early dusting of snow this week,"Colorado is a state in the Rocky Mountains region of the United States. The state's highest peak is Mount Elbert at 14,440 feet (4,401 m)."
4773,https://www.aljazeera.com/news/2019/09/israel-election-parties-stand-occupation-190911050155730.html,Most of the 31 parties in the running have declared their stance on Israel's occupation of the Palestinian territories.,"Most of the Israeli political parties support the occupation of the Palestinian territories, with only a few advocating for a withdrawal. The article discusses how the occupation is a major issue in the upcoming Israeli elections."
4774,https://abcnews.go.com/US/wireStory/report-recalled-california-judge-fired-coaching-job-65568415,A California judge who was recalled for his handling of a sexual assault case against a former Stanford University swimmer has been fired from his new job as a high school tennis coach,A California judge was fired from his coaching job after a report found he had made racist and homophobic comments. The report also found that the judge had made comments about women that were sexual in nature.
4775,https://www.cbsnews.com/video/alleged-sperm-donor-mix-up-devastated-familys-life-lawyer-says/,A recently filed lawsuit alleges that a fertility clinic in New Jersey gave a woman sperm from a man who was not her husband. The couple is seeking monetary damages and information on their daughter's biological father. But the family’s attorney said that reg…,"A recently released video shows the moment a mother and her children found out that the man who had been posing as their father was not actually related to them. The family's lawyer said the mix-up has ""devastated"" their lives."
4776,https://www.nytimes.com/2019/09/12/nyregion/conversion-therapy-ban-nyc.html,"The City Council fears that if a lawsuit challenging the ban reaches the Supreme Court, the panel could issue a ruling protecting the practice.","The City Council voted unanimously to ban conversion therapy, a practice that tries to change a person’s sexual orientation or gender identity. The ban will make New York City the first major American city to outlaw the practice."
4777,https://www.bbc.co.uk/news/av/world-us-canada-49683673/north-carolina-vote-led-to-anger-from-democrats,Democrats were furious after the North Carolina legislature passed a controversial budget.,Democrats were angry after the North Carolina vote led by Republicans. The vote was on a bill that would require voters to show identification at the polls.
4778,https://www.bbc.co.uk/sport/cricket/49675629,Hampshire beat Surrey by 272 runs as Felix Organ takes a maiden five-wicket haul in first class cricket.,"Hampshire beat Sussex by four wickets in the County Championship at Arundel. Sussex had been bowled out for just 181, with Hampshire reaching their target for the loss of six wickets."
4779,http://feeds.reuters.com/~r/reuters/topNews/~3/6lIAr4tQ01E/justice-department-nears-prosecution-of-ex-fbi-official-mccabe-sources-idUSKCN1VX2KB,"The U.S. Justice Department moved closer to a politically sensitive prosecution of former top FBI official Andrew McCabe on Thursday by rejecting a request from his legal team to drop the case, according to two sources familiar with the investigation.","The U.S. Justice Department is close to deciding whether to bring a criminal case against former FBI Deputy Director Andrew McCabe, sources familiar with the matter said on Wednesday. McCabe, who was fired in March 2018, is under investigation for allegedly lying to federal prosecutors about his role in authorizing media leaks."
4780,https://www.nytimes.com/2019/09/12/us/politics/trump-china-trade.html,"President Trump announced that China would resume purchases of American farm goods after a day of cooling tensions, raising hopes of averting the next round of tariff increases.","President Trump announced that the United States would impose 10 percent tariffs on about $300 billion of Chinese imports starting on Sept. 1, 2019. The move was a significant escalation of the trade war between the two countries."
4781,https://www.businessinsider.com/hustlers-and-it-chapter-two-box-office-preview-2019-9,"As buzz for ""Hustlers"" grows, the battle for the top spot at the domestic box office this weekend is tighter than previously expected. ""Hustlers"" has received glowing reviews with an 89% critic score on Rotten Tomatoes and Oscar buzz for star Jennifer Lopez. …","As buzz builds for the release of ""Hustlers"" and ""It Chapter Two,"" both films are expected to have strong box office performances. ""Hustlers"" is especially generating Oscar buzz, which could translate to box office gold."
4782,https://www.newsweek.com/cambridge-botched-hostage-gun-don-weerakoon-1458890,"Don Weerakoon sentenced to 10 years in jail after admitting ro failed hostage attempt in Cambridge, England.","Don Weerakoon was a hostage in a botched robbery attempt in Cambridge, Massachusetts. He was shot in the head by the robbers and later died from his injuries."
4783,https://www.wsj.com/articles/bud-light-brewer-plans-slimmed-down-ipo-in-hong-kong-11568269011?mod=hp_lead_pos6,"Two months after calling off a blockbuster initial public offering in Hong Kong, European beer giant Anheuser-Busch InBev SA started shopping a slimmed-down version of its Asia business to investors in the city and is hoping to pull off a deal in the coming w…","Two months after Anheuser-Busch InBev announced it would list its Asia business in Hong Kong, the world’s largest brewer is preparing to launch the long-awaited initial public offering. The company plans to raise up to $5.8 billion."
4784,https://disneyparks.disney.go.com/blog/2019/09/celebrate-new-years-eve-2019-at-disneys-animal-kingdom-theme-park/,"Guests visiting Walt Disney World Resort this holiday season will “roar in” the New Year. That’s because Disney’s Animal Kingdom Theme Park will be open until midnight to celebrate New Year’s Eve on December 31, 2019.","Guests visiting Disney's Animal Kingdom on New Year's Eve will be able to enjoy special entertainment and fireworks. The park will be open until 1am, and guests are encouraged to dress up in their best safari gear to ring in the new year."
4785,https://www.aljazeera.com/news/2019/09/tunisia-presidential-election-190911145310951.html,Tunisians head to the polls on September 15 to elect a new president in the second such vote since the 2011 revolution.,Tunisians head to the polls on Sunday in the country's second free presidential election since the 2011 uprising that toppled autocrat Zine El Abidine Ben Ali. The vote is widely seen as a test of Tunisia's young democracy.
4786,https://www.nytimes.com/2019/09/12/arts/design/russ-daughters-center-for-jewish-history.html,"“Russ & Daughters: An Appetizing Story,” from the American Jewish Historical Society, offers a taste of New York’s rich food and cultural history.","“Russ & Daughters” is a New York institution, serving up traditional Jewish fare like smoked fish, bagels and lox for more than a century. The Russ & Daughters Center for Jewish History will open on the Lower East Side, providing a new home for the storied business and a"
4787,https://www.reuters.com/article/us-czech-russia-monument-idUSKCN1VX2FI,A district assembly in Prague voted on Thursday to remove a statue of a Soviet World War Two marshal and replace it with a more general memorial following a row that has drawn in the Czech president and Russian authorities.,A district court in Prague has ruled that a statue of Soviet Marshal Ivan Konev must be removed from its current location. The statue has been a source of controversy since it was erected in 1980.
4788,https://www.newsweek.com/trump-critics-ridicule-him-vaping-ban-after-six-deaths-say-guns-have-killed-more-1458862,"While Democrats call for more strict gun control measures after more mass shooting deaths, the president looks to end vaping after six fatalities.","While Democrats have been quick to criticize Trump for his response to the six deaths caused by vaping, some say that his focus on banning flavored e-cigarettes is misplaced."
4789,https://www.aljazeera.com/news/2019/09/bolton-fired-disagreeing-trump-iran-report-190912080326471.html,"The US president said he disagreed with Bolton, who ""forcefully"" opposed easing of Iran sanctions, Bloomberg reports.","The US National Security Advisor, John Bolton, has been fired after disagreeing with President Trump on Iran. Bolton was a key architect of the administration's hardline stance on Iran."
4790,https://www.cbsnews.com/news/trump-campaign-will-fly-massive-banner-over-democratic-debate-in-houston/,The president will also be speaking in Baltimore at roughly the same time Democrats take the debate stage Thursday,"The president's campaign will fly a massive banner over the Democratic debate in Houston. The banner will read ""Keep America Great!"""
4791,https://abcnews.go.com/US/wireStory/doctors-determine-suspect-string-attacks-insane-65567683,Court appointed doctors have determined a Louisiana man accused in a string of attacks wasn't insane at the time of the shootings,"Court appointed doctors have determined that the suspect in a string of attacks that killed two people and wounded four others in 2016 is insane. The doctors say the suspect, who has not been identified, suffers from schizophrenia."
4792,https://www.bbc.co.uk/news/business-49681088,British Airways has begun emailing thousands of passengers ahead of another day of strike action.,British Airways is one of the world's leading airlines. It has been flying passengers and cargo around the world for over 100 years.
4793,https://www.businessinsider.com/early-stage-founders-how-to-hire-first-startup-employees,Hiring people to join your company is a great sign — it means you're growing and ready to accomplish big things. But how do you figure out the right roles to fill? Business Insider spoke with six startup founders to understand how they built their teams from …,"Hiring people is hard, but it's especially hard for startup founders who are used to doing everything themselves. In this article, Business Insider spoke to several early-stage founders about how they went about hiring their first employees."
4794,https://www.cnn.com/2019/09/12/us/dragonfly-weather-radar-scn-trnd/index.html,The folks watching the weather radar in Ohio this week spotted something that wasn't in the forecast -- swarming dragonflies.,The folks at CNN take a look at a new weather radar that is being used in the US that is inspired by the dragonfly. The radar is designed to give better short-term forecasts.
4795,https://www.bbc.co.uk/sport/rugby-union/49681227,Dan Robson and Thomas Young will co-captain Wasps during the 2019-20 Premiership season.,Dan Robson has been ruled out of England's World Cup squad due to an ankle injury. The scrum-half has been replaced by Wasps team-mate Joe Simpson.
4796,https://www.businessinsider.com/voters-rank-trustworthiness-of-2020-democrats-on-global-affairs-war-2019-8,"Insider polled voters and got them to rank the 2020 Democratic candidates based on how well they think they would handle US international relations and conflict. Foreign policy isn't typically at the top of voters' priorities, but if the eventual Democratic n…","Insider polled 2,096 registered voters in the US about which 2020 Democratic candidate they trust the most on global affairs and war. The results showed that Biden, Sanders, and Warren are the most trusted candidates."
4797,https://www.irishtimes.com/							/news/crime-and-law/courts/district-court/couple-remanded-over-burglary-at-home-of-man-found-dead-in-cork-1.4016050	,Paul Jones (55) found dead at weekend on Bandon Road in Cork,Paul Jones and his partner were remanded in custody after being charged in connection with a burglary at the home of a man who was found dead in Cork.
4798,http://feeds.reuters.com/~r/reuters/topNews/~3/jHbRozAA90Q/lse-board-poised-to-decide-fate-of-hong-kong-exchanges-39-billion-offer-idUSKCN1VX03Z,"The London Stock Exchange's board will meet in coming days to decide on the Hong Kong bourse's surprise $39 billion takeover proposal, a source close to the British company said on Thursday, as the market poured cold water on the deal.","The London Stock Exchange's board is meeting to discuss the Hong Kong Exchanges and Clearing's $39 billion offer. If the board approves the deal, it will be sent to shareholders for a vote."
4799,https://www.reuters.com/article/us-embraer-e2-plane-idUSKCN1VX2HC,"Embraer hopes to see more orders for its newest passenger plane by the end of the year, an executive said on Thursday, as Boeing readies to take over the Brazilian planemaker's commercial jets division in what could mark the next phase of its rivalry with Air…","Embraer hopes that the E2, its new line of fuel-efficient planes, will help it compete with larger rivals Airbus and Boeing. The Brazilian company has already received over 400 orders for the planes."
4800,https://www.aljazeera.com/indepth/opinion/india-actions-separatism-kashmir-mainstream-190830161515281.html,Indian aggression against Kashmiri leaders and civilians has killed any chance for a civil dialogue.,"The article discusses India's recent actions in Kashmir and how it is pushing the people of Kashmir towards separatism. Indian aggression in Kashmir is not new, but the latest move to revoke the region's autonomy has pushed the people of Kashmir to the brink."
4801,https://in.reuters.com/article/diageo-strike-idINKCN1VX2IO,"Unions at Diageo are demanding a 5% pay rise for workers due to go on strike in Scotland later this month and believe the stoppages will cost the drinks company 1 million pounds ($1.2 million) a day, a source familiar with the matter said.","Unions at Diageo's Johnnie Walker whisky plant in Scotland have voted to accept a new pay deal, ending a dispute that had led to a series of strikes.

The four-year pay deal will see workers receive a 3% pay rise this year, followed by 2% and 1%"
4802,https://www.reuters.com/article/usa-natgas-prices-ihs-markit-idUSL2N2631HN,"An oversupply of natural gas in the United States will drive average prices in real terms at the Henry Hub benchmark to a level not seen since the 1970s, according to a report from IHS Markit on Thursday.","An oversupply of natural gas in the United States has driven down prices and is likely to continue to do so, according to a new report from IHS Markit. The report says that the oversupply is the result of increased production, particularly from shale gas."
4803,https://www.businessinsider.com/how-to-help-child-build-credit-without-co-signing,"You can help your child establish and build credit without taking on the dangers of co-signing for a loan or credit card. Co-signing puts your own credit at risk, should your child be unable to pay their bill. Instead, you can help them build credit by making…","You can help your child build credit without co-signing by following these steps. First, help your child get a credit card with a low limit and make sure they use it responsibly. Second, have your child become an authorized user on one of your credit cards."
4804,https://www.wsj.com/articles/house-panel-approves-procedures-for-trump-impeachment-probe-11568297009,"Panel Approves Procedures for Impeachment Probe... (Second column, 8th story, link ) Related stories: Dems push Dozens of Investigations in House... Michael Cohen interviewed for probe into Trump Org... Advertise here",Panel Approves: The House Judiciary Committee approved a resolution Thursday that outlines procedures for the panel’s investigation into whether to recommend articles of impeachment against President Trump.
4805,https://www.cbsnews.com/video/what-to-expect-from-tonights-democratic-presidential-debate-in-houston/,"The third presidential debate will be held in Houston tonight, all eyes are on former Vice President Joe Biden and Senator Elizabeth Warren. CBSN political reporter Caitlin Huey-Burns joined CBSN AM with what to expect.","The third Democratic presidential debate will take place in Houston, Texas on Thursday, September 12, 2019. The debate will be hosted by ABC News and will be moderated by George Stephanopoulos, David Muir, Linsey Davis, and Jorge Ramos."
4806,https://in.reuters.com/article/jpmorgan-spoofing-exclusive-idINKCN1VX2JP,"Two JPMorgan Chase & Co employees, including a top metals trading executive, have been placed on leave in response to a U.S. criminal investigation into the bank’s metals trading practices, according to a source familiar with the matter.","Two JPMorgan traders were indicted on Wednesday for allegedly spoofing U.S. Treasury markets, the first criminal charges brought in a wide-ranging investigation into the practice."
4807,https://www.businessinsider.com/apple-iphone-11-pro-vs-samsung-galaxy-s10-specs-camera-2019-9,"Apple's iPhone 11 Pro and Samsung's Galaxy S10 both come with triple-lens cameras that can take ultra-wide-angle photos. But there are some important differences to take into account when it comes to the phones' design, screen sizes, and durability, among oth…",Apple's iPhone 11 Pro and Samsung's Galaxy S10 are two of the most popular smartphones on the market. Both devices offer a variety of features and specs that appeal to a wide range of users.
4808,https://www.newsweek.com/barron-melania-donald-trump-tervor-noah-1458870,The Daily Show host mocked Donald Trump's flippant reference to his son.,"The Daily Show host Trevor Noah joked about Barron Trump, the president's 14-year-old son, on Tuesday night. Noah said that Barron ""looks like a very handsome date-rapist-to-be."""
4809,https://www.reuters.com/article/us-california-forest-cemetery-idUSKCN1VX1ST,"For 70-year-old Kathee Pfalmer, who grew up in the shadow of Northern California's towering redwood forests, nothing seemed more appropriate than eventually spending an eternity among them.","For 70-year-old Jimmie Rodgers, the cemetery is a place to be with friends, many of whom he has known for decades. It is also a place to be with nature."
4810,https://www.reuters.com/article/goldman-sachs-moves-dane-holmes-idUSL3N2633JC,"Goldman Sachs Group Inc said on Thursday its human capital management head, Dane Holmes, will retire at year-end after spending 18 years at the company.","Goldman Sachs has announced that Dane Holmes will be taking over as the new head of human capital management, effective immediately. This follows the departure of Edith Cooper, who has been with the company for over 30 years."
4811,https://www.nytimes.com/interactive/2019/09/11/us/politics/third-democratic-debate-abc.html,The top 10 Democrats will face off on a single stage for the first time. Two candidates with clashing ideologies — Joseph R. Biden and Elizabeth Warren — will be at the center of it all.,"The top ten candidates for the Democratic party nomination for President of the United States debated on September 12th, 2019. The debate was hosted by ABC News."
4812,https://www.businessinsider.com/peter-thiel-mithril-capital-fbi-investigation-venture-capital-financial-misconduct-2019-9,"The FBI has opened an investigation into a venture capital firm cofounded by millionaire investor and Facebook Peter Thiel, Recode reported Thursday. Mithril Capital is reportedly being investigated over concerns of ""financial misconduct."" A Mithril spokesper…","The FBI is investigating possible financial misconduct at Mithril Capital Management, a venture capital firm co-founded by Peter Thiel.

Mithril Capital Management is a venture capital firm that invests in technology and healthcare companies."
4813,http://www.newsweek.com/justice-sotomayor-issues-scathing-dissent-supreme-courts-asylum-rule-decision-stakes-could-not-1458866,"Of the four liberal justices sitting on the Supreme Court, Sonia Sotomayor and Ruth Bader Ginsburg were the only judges to dissent.","Of the nine justices, Sotomayor was the only one to dissent in the 5-4 decision. She wrote that the Trump administration's rule ""guts"" the asylum system and violates federal law."
4814,https://www.wsj.com/articles/japanese-billionaire-cashes-out-of-online-fashionnext-stop-the-moon-11568255520,"Yahoo Japan plans to take a 50.1% stake in Yusaku Maezawa’s Zozo, which operates a popular fashion site","Yahoo Japan is selling its entire stake in online fashion retailer Zozotown, valuing the company at $2.7 billion. The move comes as the Japanese internet giant looks to focus on its core businesses and as Zozotown founder Shohei Harada plans to use the proceeds to fund a"
4815,https://www.newsweek.com/90-day-fiance-larissa-dos-santos-lima-announces-breakup-eric-nichols-1458959,"""I need to look in my own soul and focus on being the best Larissa I can be,"" the reality star wrote on Instagram.","I need a break.

90 Day Fiance star Larissa Dos Santos Lima has announced that she is taking a break from her relationship with Eric Nichols. The couple has been together for over a year, and Lima says she needs some time to focus on herself."
4816,https://www.cnn.com/2019/09/12/politics/donald-trump-baltimore-house-republican-conference-retreat-dinner/index.html,"President Donald Trump is slated to speak at the House Republican Conference Member Retreat dinner in Baltimore Thursday evening -- his first time in the city since he called it a ""rat and rodent infested mess.""","President Donald Trump spoke at a House Republican retreat dinner in Baltimore on Thursday night, where he joked about the city's rodent problem. Trump also took shots at House Democrats, saying they were ""wasting everyone's time"" with their impeachment inquiry."
4817,https://www.irishtimes.com/business/economy/no-deal-brexit-will-cause-big-short-term-shock-to-ireland-1.4016327,International Trade Centre head unsure if Central Banks can cope with a new recession,The article discusses how a no-deal Brexit would cause a big shock to the Irish economy in the short term. It would also have a negative impact on trade and investment.
4818,https://www.aljazeera.com/news/2019/09/house-panel-votes-intensify-impeachment-inquiry-190912154029544.html,"The House Judiciary panel vote, condemned by Republicans, sets guidelines for impeachment hearings.",The House panel has voted to intensify the impeachment inquiry against President Trump. The inquiry will now have a formal structure and will be led by the House Judiciary Committee.
4819,https://www.cnn.com/2019/09/12/politics/greenpeace-protest-houston-democratic-2020-debate/index.html,A group of environmental activists suspended themselves from a Houston bridge on Thursday to protest the use of fossil fuels ahead of the Democratic 2020 presidential debate.,"A group of Greenpeace activists climbed a construction crane early Friday morning near the site of next week's Democratic presidential debate in Houston, unfurling banners calling for action on the climate crisis. The group hung banners that read ""Debate Climate"" and ""Protect the Gulf"" on the crane."
4820,https://www.bbc.co.uk/sport/football/49673110,"Tottenham midfielder Christian Eriksen is ""happy"" at the club, says manager Mauricio Pochettino.","Tottenham midfielder Dele Alli has been ruled out of Sunday's Premier League match against Watford with a hamstring injury. Alli, who has scored nine goals this season, suffered the injury during the 2-1 defeat by Southampton on Wednesday."
4821,https://www.businessinsider.com/why-organ-transplants-so-expensive-united-states-2019-9,"The average billed cost of a heart transplant is an estimated $1,382,400, according to consulting firm Milliman, and other organs aren't much cheaper. Doctors say transplant centers are strong revenue sources for hospitals; they charge high service fees, whic…","The average cost of a kidney transplant in the United States is $400,000. The cost of a liver transplant is $579,000."
4822,https://www.reuters.com/article/us-colombia-eu-idUSKCN1VX2II,"The European Union will give 30 million euros ($33 million) in aid to Colombia to help the Andean country grapple with an influx of Venezuelan migrants fleeing economic and political strife at home, EU Foreign Policy Chief Federica Mogherini said on Thursday.","The European Union has said it will provide 50 million euros in aid to help Colombia cope with an influx of Venezuelan migrants, as the number of people fleeing economic and political turmoil in the South American nation hits record levels.

The bloc's executive Commission said on Tuesday the money would be used for basic needs such"
4823,https://www.aljazeera.com/news/2019/09/taliban-suicide-attack-kabul-kills-afghan-troops-190912100202340.html,Afghan officials said at least four soldiers killed in the attack in the Chahar Asyab district of Kabul.,Afghan officials say a Taliban suicide attack in Kabul has killed at least 14 Afghan troops and wounded 16 others. The attack happened as the troops were getting out of their vehicles at a base in the city's east.
4824,https://www.reuters.com/article/us-mexico-pemex-bonds-idUSKCN1VX2BC,"Mexico's Pemex said on Thursday it had launched a tender offer to prepay up to $14.7 billion of its bonds, in the largest financial operation to shore up the state oil firm since President Andres Manuel Lopez Obrador took office.","Mexico's Pemex sold $8 billion in bonds on Wednesday, the state-owned oil company's first major debt sale since a ratings downgrade in June, and a sign it is weathering a severe financial crisis.

The sale was more than three times oversubscribed, with demand for the bonds"
4825,https://www.bbc.co.uk/news/world-us-canada-49679955,"But Republicans say Democrats are merely ""pretending"" to initiate a plan to remove the president.",But Republicans have said the move is necessary to protect Mr Trump's rights and those of future presidents. They argue that the impeachment process is being driven by Democrats who are angry that Mr Trump won the 2016 election.
4826,https://www.wsj.com/articles/u-s-deficit-tops-1-trillion-in-first-11-months-of-fiscal-year-treasury-says-11568311201?mod=mktw,"The U.S. budget gap widened to more than $1 trillion in the first 11 months of the fiscal year, the Treasury Department said Thursday, the first time deficits have topped that amount in seven years.","The U.S. deficit has topped $1 trillion in the first 11 months of the fiscal year, according to the Treasury Department. The government has been spending more than it has been taking in in revenue, and the deficit is on track to exceed $1.1 trillion for the full fiscal year."
4827,https://www.bbc.co.uk/news/uk-england-leicestershire-49674854,"Lisa Parratt says she was ""gutted"" when told she was ""too heavy"" for a personal trainer's classes.","Lisa Parratt, a mother of two from Leicester, was diagnosed with breast cancer in July 2018. After undergoing a mastectomy, she was told that the cancer had spread to her lymph nodes and she would need further treatment."
